lex,default
BJT_BR>J/,伯‧比利，《思》貝特彼黎
BJT_BRH/,伯‧巴拉，《思》貝特巴辣
BJT_C>N/,伯‧善，《思》貝特商
BJT_CMC/,伯‧示麥，《思》貝特舍默士
BJT_DBLTJM/,伯‧低比拉太音，《思》貝特狄貝拉塔因
BJT_DGWN/,伯‧大袞，《思》貝特達貢
BJT_GMWL/,伯‧迦末，《思》貝特加慕耳
BJT_H<MQ/,伯‧以墨，《思》貝特厄默克
BJT_H<RBH/,伯‧亞拉巴，《思》貝特阿辣巴
BJT_H>YL/,伯‧以薛，《思》貝特厄責耳
BJT_HCVH/,伯·示他，《現》伯‧哈示他，《思》貝特史大
BJT_HJCMWT/,伯·耶施末，《思》貝特耶史摩特
BJT_HKRM/,伯‧哈基琳，《思》貝特革楞
BJT_HMRKBWT/,伯‧瑪加博，《思》貝特瑪爾加波特
BJT_HRM/,伯‧亞蘭，《思》貝特阿辣巴
BJT_HRN/,伯‧哈蘭，《思》貝特哈蘭
BJT_KR/,伯‧甲，《思》貝特加爾
BJT_LB>WT/,伯‧利巴勿，《思》貝特肋巴敖特
BJT_LXM/,伯利恆，《思》白冷，貝特肋恆，貝特肋恒
BJT_NMRH/,伯‧寧拉，《思》貝特尼默辣
BJT_P<WR/,伯‧毗珥，《思》貝特培敖爾
BJT_PLV/,伯‧帕列，《思》貝特培肋特
BJT_PYY/,伯‧帕薛，《思》貝特帕責茲
BJT_RXWB/,伯‧利合，《思》貝特勒曷布
BJT_TPWX/,伯‧他普亞，《思》貝特塔普亞
BJT_XGLH/,伯‧曷拉，《思》貝特曷革拉
BJT_XWRWN/,伯‧和崙，《思》貝特曷龍
BJT_YWR/,伯‧夙，《思》貝特族爾
BJYH/,蛋
BKH/,哭泣
BKH[,哭；哭泣；哀哭；流淚；哭號；
BKJM/,波金，《思》波津
BKJRH/,大；長
BKJT/,哀悼（的日子）；哀哭（的日子）
BKR/,頭生的；頭胎的；長子
BKR==/,駱駝；獨峰駝
BKRH/,長子的特權；長子的名分
BKRH=/,年幼的雌駱駝；年幼的雌性獨峰駝
BKRJ/,比結族，《思》貝革爾家族
BKRJ=/,比基利，《思》彼革黎
BKRW/,波基路，《思》波革魯
BKWRH/,初熟的無花果；無花果樹上初熟的果子
BKWRJM/,初熟之物；初熟的
BKWRT/,比歌拉，《思》貝苛辣特
BKWT/,哭泣
BL,不
BL/,彼勒，《思》貝耳
BL<DJ,除了；除……之外；在……以外；沒有
BL<J/,比拉族，《思》貝拉家族
BL<M/,巴蘭，《思》巴郎
BL<M=/,巴蘭，《思》巴郎
BL<[,吞；咽下；吞滅；吞沒
BL>DN/,巴拉但，《思》巴拉丹
BLC>YR/,伯沙撒，《思》貝耳沙匝
BLCN/,必珊，《思》彼耳商
BLDD/,比勒達，《思》彼耳達得
BLGH/,璧迦，《思》彼耳加
BLGJ/,璧該，《思》彼耳蓋
BLG[,照亮；閃現
BLH/,破舊；衰老；憔悴
BLH=/,磨損；破舊；疲憊不堪；衰弱；衰老；枯乾
BLHH/,驚嚇，驚駭，驚恐；恐懼；恐怖
BLHH=/,辟拉，《思》彼耳哈
BLHH==/,辟拉，《思》彼耳哈
BLHN/,辟罕，《思》彼耳漢
BLH[,磨損；破舊；疲憊不堪；衰弱；衰老；枯乾
BLJ/,不；沒有
BLJ<L/,無賴；惡棍；匪徒；壞人；無用之人；廢物
BLJL/,飼料；草料
BLL[,調和；混合
BLM[,勒住；控制；管束
BLQ/,巴勒，《思》巴拉克
BLS[,照料桑樹；修剪桑樹；看管桑樹
BLT/,不；沒有
BLVC>YR/,伯提沙撒，《思》貝耳特沙匝
BMH/,背；背脊
BMHL/,賓哈，《思》彼默哈耳
BMWT/,巴末·巴力，《思》巴摩特巴耳
BMWT_B<L/,巴末·巴力，《思》巴摩特巴耳
BN/,欣嫩子谷，《思》本希農谷
BN<>/,比尼亞，《思》彼納
BN=/,欣嫩子谷，《思》本希農谷
BNH[,造；建造；築；重修；重建；建立
BNJ/,巴尼
BNJ=/,布尼，《思》步尼
BNJH/,建築；建築物；房子
BNJHW/,欣嫩子谷，《思》本希農谷
BNJM/,挑戰的人；討戰的人
BNJNW/,比尼努，《思》貝尼奴
BNJ_BRQ/,比尼‧比拉，《思》貝乃貝辣克
BNJ_J<QN/,比尼‧亞干，《思》貝乃雅干
BNWJ/,賓內，《思》彼奴依
BN_>WNJ/,便‧俄尼，《思》本敖尼
BN_HDD/,欣嫩子谷，《思》本希農谷
BQ</,半舍客勒；比加
BQ<H/,亞文平原，《思》彼卡特阿文
BQ<[,分開；剖開；裂開；破裂；崩裂；震裂；碎裂；摔碎；攻破
BQBQ/,罐；瓶
BQBQJH/,八布迦，《思》巴刻步克雅
BQBQR/,拔巴甲，《思》巴刻巴卡
BQBWQ/,巴卜，《思》巴刻步克
BQCH/,求
BQC[,尋找；尋索；查找
BQJ/,布基，《思》步克
BQJ</,缺口；破口
BQQ[,使……荒廢，使……荒蕪；摧毀，毀壞
BQR/,牛
BQR=/,早晨；天亮
BQRH/,尋找
BQRT/,調查
BQR[,檢查；尋找；考察；查閱；調查
BR</,比拉，《思》貝辣
BR=/,清潔；無辜
BR=====/,清潔；無辜
BR>==[,創造
BR>=[,創造
BR>DK_BL>DN/,米羅達‧巴拉但，《思》 默洛達客巴拉丹
BR>JH/,比拉雅，《思》貝辣雅
BR>[,創造
BRBR/,鵝；家禽
BRC</,比沙，《思》彼爾沙
BRD/,冰雹
BRD=/,有花斑的；有斑點的；帶斑紋的
BRD==/,巴列，《思》貝勒得
BRD===/,巴列，《思》貝勒得
BRH=[,吃；吃飯
BRH[,吃；吃飯
BRJ/,精選的人，比利人，《現》比基利人，《思》彼革黎人
BRJ<H/,比利亞，《思》貝黎雅
BRJ<J/,比利亞族，《思》貝黎雅家族
BRJ>H/,新事；從來沒有聽說過的事，聞所未聞的事
BRJH/,食物
BRJT/,約，契約，盟約；聯盟；條約；協議
BRJT=/,肥皂；鹼
BRJX/,橫木，閂
BRJX=/,巴利亞，《思》巴黎亞
BRJX==/,巴利亞，《思》巴黎亞
BRK/,膝，膝盖
BRK=[,使……跪下
BRK>L/,巴拉迦，《思》巴辣革耳
BRKH/,祝福；賜福；稱頌，讚美
BRKH=/,池，水池
BRKH==/,祝福；賜福；稱頌，讚美
BRK[,使……跪下
BRQ/,閃電
BRQ=/,閃電
BRQNJM/,荊棘；蓟
BRQT/,綠寶石
BRQT=/,綠寶石
BRQWS/,巴柯，《思》巴爾科斯
BRR[,檢驗；考驗；試驗
BRWC/,松樹，柏樹，杉樹
BRWK/,巴錄，《思》巴魯客
BRWT/,食物
BRXMJ/,巴魯米人，《思》巴胡陵人
BRX[,逃走，逃跑；躲避；急速地去
BRZL/,鐵
BRZLJ/,巴西莱，《思》巴爾齊來
BSJ/,比賽，《思》貝賽
BSWDJH/,比所玳，《思》貝索德雅
BT/,女兒
BT=/,女兒
BTH/,峽谷，山谷
BTH=/,荒蕪；荒廢
BTJH/,比提雅，《思》彼提雅
BTQ[,切碎；剁碎
BTR/,塊；半
BTR=/,塊；半
BTRWN/,早晨；上午
BTR[,劈開；剖開
BTW>L/,彼土利，《思》貝突耳
BTW>L=/,彼土利，《思》貝突耳
BTWLH/,少女；女子；處女
BTWLJM/,處女；童貞
BT_RBJM/,巴特‧拉併，《思》巴特辣賓
BV>[,冒失發言；隨便說話；說急躁的話；說話浮躁；出言不慎
BVN/,肚腹；子宮；胃；最裡面的部分
BVN=/,肚腹；子宮；胃；最裡面的部分
BVNH/,阿月渾子果仁；榧子；堅果；粟子
BVNJM/,比多寧，《思》貝托寧
BVX/,安然；安全；穩固；不警惕，不提防
BVX=/,安然；安全；穩固；不警惕，不提防
BVXH/,安穩；安全
BVXWN/,倚靠；依賴；希望，指望
BVXWT/,安穩；穩固
BW>[,完全的女人
BWCH/,羞愧；羞恥；蒙羞
BWC[,羞恥；害羞
BWJ/,賓內，《現》巴瓦伊，《思》彼奴依
BWK[,混亂；慌亂；迷路
BWNH/,布拿，《思》步納
BWQH/,空虛；荒蕪，荒涼，荒廢
BWQR/,牧人；飼養員
BWR/,井；泉
BWS[,打滾；亂動
BWY/,細麻布；織麻紗
BWYY/,播薛，《思》波責茲
BWZH/,藐視；譏笑
BWZJ/,布西人，《思》布次人
BWZJ=/,布西人，《思》布次人
BXJR/,所揀選的；選民
BXL[,憎惡；憎嫌；討厭
BXN/,考驗；試驗
BXN=/,瞭望樓；堡壘
BXN[,試驗
BXRJM/,巴戶琳，《思》巴胡陵
BXRJM=/,巴戶琳，《思》巴胡陵
BXR[,少年人；少男；年輕人；青年；壯丁
BXWN/,考驗者；試驗者；測試者
BXWN=/,考驗者；試驗者；測試者
BXWR/,少年人；少男；年輕人；青年；壯丁
BY/,泥沼；淤泥
BY</,財利，錢財；利益；不義之財；掠奪品；賄賂
BYH/,沼澤；泥沼
BYJ/,比賽，《思》貝宰
BYJR/,摘葡萄，採葡萄
BYJR=/,摘葡萄，採葡萄
BYL/,洋蔥
BYL>L/,比撒列，《思》貝匝肋耳
BYQ/,生麵；麵團
BYQT/,波斯加，《思》波茲卡特
BYQ[,腫
BYR=[,摘（葡萄）
BYRT/,旱災
BYRWN/,堡壘；保障
BYR[,摘（葡萄）
BYWR/,摘（葡萄）
BZ/,擄物；掠物；所擄來的；被奪的；戰利品
BZ>[,劃分；分開
BZH/,戰利品；掠取的財物；掠物
BZH[,輕看，輕視；藐視；輕蔑；認為（某事）有失（自己的）身份
BZJWN/,藐視；不尊重
BZJWTJH/,比斯約他，《思》貝爾舍巴
BZQ/,閃電
BZQ=/,比色，《思》貝則克
BZR[,分發；分給；慷慨給予
BZT>/,比斯他，《思》彼次達
BZZ[,擄掠；洗劫；搶奪，掠奪
C<<=[,閉上眼；盲目
C<<[,閉上眼；盲目
C<CGZ/,沙甲，《思》沙市加次
C<L/,手掌心
C<LBJM/,沙拉賓，沙賓，《思》沙阿拉賓，沙耳賓
C<LBJN/,沙拉賓，沙賓，《思》沙阿拉賓，沙耳賓
C<LBNJ/,沙本人，《思》沙阿耳賓人
C<LJM/,沙琳，《思》沙阿林
C<N[,倚靠；靠著
C<P/,沙亞弗，《思》沙阿夫
C<R==/,壞的
C<RJH/,示亞利雅，《思》沙黎雅
C<RJM/,沙拉音，《思》沙阿辣因
C<VH/,踩踏
C<VNZ/,用不同的線織成的布
C>B[,取（水）
C>GH/,吼叫；低沉的歎息聲
C>G[,吼叫；呻吟
C>JH/,荒廢；荒涼
C>L/,示押，《思》舍阿耳
C>LH/,請求
C>LH=/,請求
C>LTJ>L/,撒拉鐵，《思》沙耳提耳
C>NN/,自在；安全；自滿
C>N[,輕鬆自在；安全
C>P[,急促呼吸；喘氣
C>R/,肉
C>R=/,身，身體，肉體
C>RH/,骨肉，骨肉之親；親戚，親屬
C>RH=/,舍伊拉，《思》舍厄辣
C>R_JCWB/,施亞‧雅述，《思》舍阿爾雅叔布
C>S[,擄掠；洗劫；搶奪，掠奪
C>T/,荒廢；荒涼
C>WL=/,掃羅，《思》撒烏耳
C>WLJ/,掃羅族，《現》少羅宗族，《思》沙烏耳家族
C>WN/,咆哮；沸騰
C>WN=/,咆哮；沸騰
CB</,七
CB<=/,七
CB<==/,七
CB<NH/,七
CB<[,起誓；宣誓
CB>/,示巴，《思》舍巴
CBB/,一塊一塊；碎片
CBH[,俘虜；被擄的人
CBJ<J/,第七
CBJ=/,朔比，《思》芍彼
CBJB/,火焰
CBJH=/,俘虜，被擄的人
CBJL/,路徑 ＞ 行為
CBJS/,頭帶
CBL/,下擺；裙裾
CBLWL/,蝸牛
CBN>/,舍伯那，《思》舍布納
CBRJM/,採石場
CBRWN/,折斷（某人的）腰部 ＞ 腿無力
CBT/,安息日；休息（日）
CBTJ/,沙比太，《思》沙貝泰
CBT[,結束；終止；停止
CBV/,杖、棍、槌、權杖
CBV=/,細罷特月，《思》舍巴特月
CBW/,瑪瑙
CBW</,星期
CBW<H/,誓言
CBY[,編織圖案
CCBYR/,設巴薩，《思》舍市巴匝
CCH[,拿第六部份，獻六分之一
CCJ/,第六
CCJ=/,示篩，《思》舍瑟
CCJ==/,沙賽，《思》沙瑟
CCK/,示沙克，《現》巴比倫，《思》舍沙客
CCN/,示珊，《思》舍商
CCQ/,沙煞，《思》沙沙克
CD==/,邪靈；鬼魔
CDH/,無數的妃嬪
CDJ/,全能者；全足者
CDJ>WR/,示丟珥，《思》舍德烏爾
CDMH/,田野
CDP[,灼傷；燒焦；使枯萎
CDRK/,沙得拉，《思》沙得辣客
CFH[,拿第六部份，獻六分之一
CG<WN/,瘋狂，精神錯亂
CG<[,瘋癲；瘋狂
CGGH/,無意中犯罪；無心的錯誤
CGG[,犯錯；誤入歧途
CGH[,遊蕩；走失；迷路
CGJ>H/,錯誤；過失
CGR/,牛犢，崽
CGX[,凝視，盯著看
CHM/,縞瑪瑙
CHM=/,縞瑪瑙
CJ>N/,示按，《思》史雍
CJC>/,示沙，《思》史沙
CJCQ/,示撒，《思》史沙克
CJMWN/,示門，《思》史孟
CJR[,唱
CJT/,荊棘；蒺藜， 薊；野薔薇
CJT=/,排列，列陣
CJT[,排列，列陣
CJV/,鞭子
CJXWR/,西曷河，《思》史曷爾河
CJXWR_LBNT/,希曷‧立納河，《思》里貝納特河
CJZ>/,示撒，《思》史匝
CKBH/,一層露水
CKBT/,交合
CKB[,躺著；躺下
CKK[,緩和；消退
CKLJM/,喪親
CKL[,失去孩子；流產；失去幼崽
CKM/,肩膀
CKM=/,肩膀
CKM==/,肩膀
CKM===/,示劍，《思》舍根
CKMJ/,示劍族，《思》舍根家族
CKM[,早起
CKN[,安頓下來；停留；居住
CKR=/,棗酒；烈酒
CKWL=/,失去孩子；失去幼崽
CKWR/,喝醉
CKX[,忘記
CL/,輕率
CL>NN/,自在；安全；自滿
CLB/,框架
CLB[,平行
CLCH/,施沙，《思》史耳沙
CLCH=/,沙利沙，《思》沙里沙
CLCJM/,第三代的子孫
CLCWM/,以前，過去（常常做的事）
CLC[,三重的；由三部分組成
CLG/,雪
CLG=/,雪
CLH=/,示拉，《思》舍拉
CLJ/,平靜；安靜
CLJC/,盆；量器
CLJC=/,盆；量器
CLJC==/,盆；量器
CLJH/,胞衣
CLJV/,主人；統治者；總督；首領
CLK/,魚鷹
CLK[,拋；扔；投擲
CLL/,戰利品
CLMH/,償還；報應
CLMH=/,所羅門，《思》撒羅滿
CLMJ/,示冷族，《思》史冷家族
CLMJ=/,示羅米，《思》舍羅米
CLMJ>L/,示路蔑，《思》舍路米耳
CLMJT/,示羅密，《思》舍羅米特
CLMN/,沙勒幔，《思》沙耳曼
CLMN>SR/,撒縵以色，《思》沙耳瑪乃色
CLMWT/,示羅摩，《思》舍羅摩特
CLM[,完工
CLNJ/,示拉族，《思》舍拉家族
CLP/,沙列，《思》舍肋夫
CLP[,拉出；抽出
CLV/,盾牌
CLVT/,無所顧忌；頑固；任性不屈服
CLWH/,舒適；平安；滿足
CLWM/,全然；完全
CLWM=/,回報；報應
CLWM==/,沙龍，《思》沙隆
CLWN/,沙崙，《思》沙隆
CLX===/,西羅亞，《思》史羅亞
CLXJ/,示利希，《思》史肋希
CLXJM/,實忻，《思》史耳新
CLXJM=/,實忻，《思》史耳新
CLXN/,桌子
CLX[,差派（信使到某人那裡去）
CM/,名字
CM</,新聞；報告；謠言；消息
CM<=/,大聲
CM<==/,新聞；報告；謠言；消息
CM<===/,大聲
CM<====/,示瑪，《思》舍瑪
CM<>/,示米亞，《思》史默亞
CM<H/,示瑪，《思》舍瑪亞
CM<H=/,示米亞，《思》史默亞
CM<J/,示每，《思》史米
CM<J=/,示每，《思》史米
CM<NJ/,西緬人《思》西默盎人
CM<T/,示米押，《思》史默阿特
CM<TJ/,示米押人，《思》沙瑪人
CM<WN/,西緬，《思》西默盎
CM=/,名字
CM>/,沙瑪，《思》沙瑪
CM>BR/,善以别，《思》舍默貝爾
CM>H/,示米亞（示米暗），《思》史瑪
CM>M/,示米暗，《思》史曼
CMC/,太陽
CMCRJ/,珊示莱，《思》沙默舍賴
CMCWN/,參孫，《思》三松
CMD[,摧毀；根絕；斷絕；粉碎
CMGR/,珊迦，《思》沙默加爾
CMHWT/,珊合，《思》沙默胡特
CMJ/,沙買
CMJD</,示米大，《思》舍米達
CMJD<J/,示米大族，《思》舍米達家族
CMJM/,天；天空
CMJNJ/,第八
CMJRMWT/,示米拉末，《思》舍米辣摩特
CMM/,荒涼；變得荒涼；被遺棄，被撇棄
CMMWN/,驚駭；驚恐
CMM[,荒涼；變得荒涼；被遺棄，被撇棄
CMN/,油；膏
CMN=/,肥畜
CMN==/,肥沃；豐富
CMNH/,八
CMN[,營養充足的，肥胖的
CMRH/,眼皮，眼瞼
CMRJ/,申利，《思》史默黎
CMRJT/,示米利，《思》史默黎特
CMRNJ/,伸崙族，《思》史默龍家族
CMRT/,申拉，《思》史默辣特
CMRWN=/,伸崙，《思》史默龍
CMRWN==/,伸崙，《思》史默龍
CMRWN_MR>WN/,伸崙‧米崙，《思》史默龍
CMR[,觀察；觀看；注意
CMTJ/,舒瑪人，《思》叔瑪人
CMVH/,鬆開；豁免
CMV[,滑倒
CMW</,沙母亞，《思》沙慕亞
CMW<H/,新聞；報告；謠言；消息
CMW>L/,撒母耳，《思》撒慕爾
CMWT/,沙瑪，《思》沙摩特
CMY/,低語
CMYH/,笑柄
CN/,牙齒
CN<R/,示拿，《現》巴比倫，《思》史納爾
CN=/,牙齒
CN>B/,示納，《思》史納布
CN>N/,成千上萬
CN>YR/,示拿薩，《思》舍納匝爾
CNH/,年
CNHBJM/,象牙
CNH[,不同；改變；受到影響
CNJ/,第二
CNJ=/,朱紅色
CNJM/,二
CNJNH/,嘲諷
CNN=[,磨礪；磨快
CNN[,磨礪；磨快
CNS[,束緊腰部；把斗篷塞進腰帶；繫緊裙子
CP</,大量；豐富
CP<H/,軍隊；在一起的一群人
CP<J/,示非，《思》史非
CPJM/,書品，《思》叔平
CPJPN/,毒蛇
CPJR/,沙斐，《思》沙非爾
CPK/,傾倒的地方
CPKH/,陰莖
CPK[,被倒出；溢出；湧出
CPL/,低
CPLH/,被降低；被放低
CPLH=/,謝非拉，低地，《思》盆地，平原
CPLWT/,閒散；懶惰
CPM/,示番，《思》舍番
CPM=/,沙番，《思》沙凡
CPMJ/,實弗米人，《思》史斐米人
CPN/,石獾，岩狸
CPN=/,石獾，岩狸
CPR/,美
CPR=/,美
CPV/,審判；懲罰
CPV=/,沙法，《思》沙法特
CPVN/,拾弗但，《思》色弗堂
CPV[,判決；宣告判決；執行正義；裁決（案件）
CPWV/,審判；懲罰
CPXH/,女奴，婢女
CQ<RWRH/,淺坑
CQ<[,下沉，下降
CQD/,杏樹；杏仁
CQH[,弄濕了；滋潤了
CQL/,舍客勒，《思》協刻耳
CQMH/,桑樹，無花果桑樹
CQP[,俯瞰
CQQ[,衝上來；衝出來
CQR/,背信棄義；背叛；變節
CQR[,做出虛假行為；背信棄義；欺騙
CQT/,水槽
CQV/,安靜；安全
CQV[,靜止；平靜
CQWJ/,飲料
CQWY/,可憎的
CQY/,可憎惡的東西
CQY[,沾染自己；使自己變成可憎惡的
CR/,肚臍
CRB/,灼熱
CRBJH/,示利比，《思》舍勒彼雅，舍肋彼雅
CRBJV/,權杖
CRC=/,根
CRJ/,沙賴
CRWN/,沙崙，《思》沙龍，原野
CRWNJ/,沙崙人，《思》沙龍人
CRWXN/,沙魯險，《思》沙魯恆
CS</,裂（蹄）
CSH[,擄掠；洗劫；搶奪，掠奪
CSP[,切成碎片
CSS[,擄掠；洗劫；搶奪，掠奪
CTJH/,喝酒
CTLXJ/,書提拉族，《思》叔特拉家族
CTM/,領受異象；看見異象，得見異象
CTN[,男人，男丁
CTQ[,靜止；變為平靜
CTR/,示達，《思》舍塔爾
CVH/,金合歡樹；刺槐
CVJM/,什亭，《思》史廷
CVP/,激流；洪水
CVR[,官員；工頭；監工
CVV/,禍害
CVX[,擴散；散開
CW<==/,求救
CW<>/,書雅，《思》叔亞
CW<H/,求救
CW<L/,野狗，胡狼；狐狸
CW<L=/,野狗，胡狼；狐狸
CW<L==/,野狗，胡狼；狐狸
CW<R/,守城門的人；守衛
CW>/,謊話；撒謊；詭計；欺詐
CWB=[,再次發生
CWBH/,返回；後悔；悔改
CWBL/,朔巴，《思》芍巴耳
CWBQ/,朔百，《思》芍貝克
CWB[,再次發生
CWC>/,沙威沙，《思》沙委沙
CWCN/,百合
CWCN=/,百合
CWH/,沙微谷，《思》沙委山谷
CWH=/,沙微谷，《思》沙委山谷
CWL/,裙裾
CWLL/,剝光衣服；赤裸
CWMJM/,蒜頭
CWMR/,朔默，《思》芍默爾
CWNJ/,書尼，《思》叔尼
CWNJ=/,書尼，《思》叔尼
CWNM/,書念，《思》叔能
CWP=[,擊打；壓碎；使受傷
CWPK/,朔法，《思》芍法客
CWPMJ/,書反族，《思》舍孚番家族
CWPR/,角；號角
CWP[,擊打；壓碎；使受傷
CWQ/,大腿；腿
CWRH/,一行
CWTLX/,書提拉，《思》叔特拉
CWX/,書亞，《思》叔哈
CWXJ/,書亞人，《思》叔亞人
CWXM/,書含，《思》叔罕
CWXMJ/,書含宗族，《思》叔罕家族
CX/,謙遜；謙虛
CXD/,禮物；賄賂
CXJN/,瘡；炎症
CXJT/,坑
CXL/,流浪的雄獅
CXLT/,施喜列；香螺
CXP/,海鷗
CXPT/,癆病，肺病
CXR/,黎明，破曉
CXR=/,黑色的；烏黑的
CXRJH/,示哈利，《思》舍哈黎雅
CXRJM/,沙哈連，《思》沙哈辣殷
CXRWT/,黑髮；青年
CXT[,毀了；壞了；有殘疾
CXWR/,灰；煙塵
CXWT/,坑
CXX[,變得低
CYP/,巨大的；壓倒性的
CZP[,看
CZR[,紡；搓
D</,知識；理解；意見
D<H/,知識；理解；意見
D<K[,熄滅；撲滅
D<T/,知道，了解
D<W>L/,丟珥，《思》勒烏耳
D>BH/,沮喪；驚慌；絕望
D>BWN/,軟弱；精神消耗；精神沮喪
D>B[,軟弱；變得黯淡；感到暈眩；變得衰弱；疲乏
D>G/,多益，《思》多厄格
D>GH/,懼怕，驚惶；焦慮；憂慮
D>H/,黑鳶，鷂鷹
D>H[,俯衝；猛撲
DB/,（敘利亞品種褐色的）熊
DB>/,力量；安全
DBB[,流入；流過
DBC/,蜜，蜂蜜
DBH/,報告惡信；讒謗，詆毀；散佈謠言
DBLH/,無花果餅
DBLH=/,第伯拉他，《思》黎貝拉
DBLJM/,滴拉音，《思》狄布拉因
DBQ/,連接的地方；焊接點
DBQ=/,連繫，相接；接觸，碰到
DBQ[,粘貼在一起；緊緊結連；膠結
DBR=/,災禍；瘟疫
DBR===/,災禍；瘟疫
DBRH/,法律案件，訴訟案件；糾紛
DBRJ/,底伯利，《思》狄貝黎
DBRT/,大比拉，《思》多貝辣特
DBRT=/,大比拉，《思》多貝辣特
DBR[,毀滅；清除；剿滅
DBWRH/,蜂；蜜蜂
DC>/,綠色植物；草，青草
DCN/,油，肥油，肥甘，脂油，油脂
DCN=/,長得肥胖，發胖，變肥
DCN[,長得肥胖，發胖，變肥
DD/,乳房，胸懷
DDH[,帶領到達；領路
DDN/,底但，《思》德丹
DG/,魚
DGH/,魚
DGH[,生養眾多；增加；多多繁衍；昌盛
DGL/,旗幟，旌旗，軍旗
DGN/,穀物；新穀
DGR[,孵蛋
DGWN/,大袞，《思》達貢
DHM[,受驚；受驚嚇；猝不及防
DHRH/,奔騰，奔馳；跳躍，踢跳
DHR[,奔騰，奔馳；跳躍，踢跳
DJ/,足量，足夠，充足
DJBN/,底本，《思》狄朋
DJC/,打穀物，打糧食
DJCN/,底珊，《思》狄商
DJCWN=/,羚羊
DJG/,漁夫，打魚的
DJH/,黑鳶，鷂鷹
DJMWN/,底們，《思》狄孟
DJMWNH/,底摩拿，《思》狄摩納
DJN=/,法官；伸冤者；仲裁者
DJNH/,底拿，《思》狄納
DJQ/,抵抗圍攻的牆；壘，堡壘；土牆；土堆
DJW/,墨
DJ_ZHB/,底撒哈，《思》狄匝哈布
DK/,被壓碎；被迫害；受欺壓；被踐踏
DK>/,壓壞的；損傷的
DKJ/,敲打
DL/,門
DL<N/,底連，《思》狄耳罕
DL=/,門
DLG[,跳躍；攀上；穿越
DLH/,捲布；編織物料
DLH=/,捲布；編織物料
DLH[,打水
DLJ/,桶，水桶
DLJLH/,大利拉，《思》德里拉
DLL[,變成低的，降低；逐漸減少
DLP/,連連滴漏，滴漏不停
DLPWN/,達分，《思》達耳豐
DLQT/,發炎；熱病；火症
